측정일시	측정소명	이산화질소농도(ppm)	오존농도(ppm)	일산화탄소농도(ppm)	아황산가스(ppm)	미세먼지(ug/m^2)	초미세먼지(ug/m^2)
20170120	노원구	0.033	0.02	0.7	0.004	55	43
20170120	동작대로	0.053	0.01	0.7	0.007	70	51
20170120	홍릉로	0.045	0.011	0.7	0.007	50	40
20170120	성동구	0.032	0.016	0.6	0.005	57	40
20170120	영등포구	0.023	0.015	0.8	0.005	61	43
20170120	강동구	0.034	0.016	0.6	0.004	60	38
20170119	양천구	0.047	0.005	1	0.006	96	58
20170119	서초구	0.049	0.006	1	0.006	109	62
20170119	송파구	0.058	0.004	1.3	0.006	105	65
20170119	용산구	0.046	0.005	1	0.006	91	69
20170119	은평구	0.044	0.01	0.9	0.006	97	64
20170119	강남대로	0.12	0.005	1.6	0.008	126	79
20170119	종로구	0.054	0.007	1	0.006	96	78
20170119	성동구	0.051	0.007	0.9	0.005	105	71
20170119	도봉구	0.05	0.008	0.9	0.006	105	72
20170119	광진구	0.059	0.007	1.1	0.006	106	92
20170119	마포구	0.059	0.006	1.1	0.005	98	83
20170119	동작구	0.061	0.005	1	0.006	93	74
20170119	서대문구	0.037	0.01	0.8	0.007	105	62
20170119	공항대로	0.062	0.004	1.1	0.008	101	
20170119	홍릉로	0.057	0.007	1.4	0.009	90	
20170119	금천구	0.062	0.005	1.1	0.006	92	71
20170119	강변북로		0.006	1	0.006	122	33
20170119	중랑구	0.054	0.006	0.9	0.006	115	82
20170119	중구	0.058	0.006	0.9	0.006	96	73
20170119	신촌로	0.067	0.003	1.4	0.007	102	56
20170119	도산대로	0.05	0.005	1.5	0.007	103	
20170119	강북구	0.043	0.012	0.9	0.005	85	67
20170119	강동구	0.056	0.003	1.1	0.005	124	78
20170119	한강대로	0.061	0.004	1	0.007	127	75
20170119	관악구	0.065	0.006	1	0.009	88	71
20170119	청계천로	0.059	0.007	0.9	0.007	80	60
20170119	화랑로	0.053	0.005	1.2	0.006	128	47
20170119	종로	0.051	0.007	0.7	0.005	92	81
20170119	영등포로	0.101	0.003	1	0.009	133	98
20170119	성북구	0.055	0.006	1	0.006	108	63
20170119	구로구	0.04	0.005	1	0.008	107	70
20170119	동작대로	0.077	0.005	1.2	0.008	131	94
20170119	정릉로	0.032	0.007	1	0.007	115	63
20170119	천호대로	0.07	0.003	0.9	0.007	111	74
20170119	강남구	0.053	0.005	0.9	0.006	117	73
20170119	노원구	0.054	0.009	1.2	0.006	101	83
20170119	강서구	0.05	0.007	0.8	0.008	106	70
20170119	영등포구	0.034	0.007	1.1	0.005	104	75
20170119	동대문구	0.049	0.008	1	0.006	110	70
20170118	강동구	0.07	0.002	1.4	0.005	120	76
20170118	마포구	0.056	0.004	1.1	0.006	96	85
20170118	송파구	0.065	0.003	1.6	0.008	94	68
20170118	노원구	0.057	0.005	1.2	0.007	97	82
20170118	청계천로	0.061	0.004	1.1	0.008	82	
20170118	도봉구	0.05	0.006	1.1	0.006	96	64
20170118	동대문구	0.055	0.006	1.2	0.007	106	71
20170118	금천구	0.059	0.004	1	0.006	98	79
20170118	중구	0.056	0.005	0.9	0.007	94	77
20170118	도산대로	0.05	0.003	1.5	0.007	91	
20170118	강북구	0.046	0.009	1	0.006	89	73
20170118	강서구	0.057	0.002	1	0.009	103	70
20170118	서초구	0.047	0.004	1.1	0.006	103	58
20170118	관악구	0.061	0.005	1	0.01	93	77
20170118	광진구	0.07	0.005	1.3	0.007	102	94
20170118	공항대로	0.074	0.002	1.3	0.008	109	
20170118	동작대로	0.074	0.004	1.2	0.009	122	98
20170118	정릉로	0.029	0.006	1.1	0.008	119	71
20170118	화랑로	0.058	0.004	1.4	0.007	116	
20170118	강변북로		0.005	1.1	0.006	105	
20170118	한강대로	0.063	0.003	0.9	0.007	120	80
20170118	서대문구	0.038	0.008	0.8	0.006	104	67
20170118	양천구	0.051	0.003	1.1	0.007	102	67
20170118	은평구	0.044	0.007	1	0.007	99	69
20170118	구로구	0.039	0.004	1	0.008	104	70
20170118	중랑구	0.063	0.003	1.1	0.006	105	76
20170118	성동구	0.053	0.006	1	0.006	98	70
20170118	용산구	0.043	0.005	1	0.006	87	72
20170118	종로	0.051	0.005	0.8	0.005	94	89
20170118	영등포로	0.1	0.002	1.1	0.009	133	110
20170118	천호대로	0.086	0.002	1.2	0.009	107	77
20170118	신촌로	0.065	0.003	1.5	0.008	98	
20170118	성북구	0.058	0.005	1.3	0.007	89	64
20170118	영등포구	0.034	0.005	1.3	0.005	99	74
20170118	동작구	0.058	0.004	1	0.007	93	80
20170118	강남대로	0.114	0.005	1.6	0.009	110	76
20170118	홍릉로	0.068	0.003	1.9	0.009	89	
20170118	종로구	0.056	0.007	1.1	0.006	96	81
20170118	강남구	0.051	0.005	0.9	0.006	105	71
20170117	성북구	0.065	0.003	1.2	0.007	67	43
20170117	강남구	0.056	0.003	0.8	0.006	72	41
20170117	금천구	0.073	0.003	1.1	0.007	64	50
20170117	동작대로	0.086	0.004	1.4	0.009	92	67
20170117	한강대로	0.074	0.002	1	0.008	88	51
20170117	홍릉로	0.07	0.002	1.6	0.009	62	
20170117	강남대로	0.14	0.005	1.6	0.01	83	46
20170117	신촌로	0.072	0.003	1.6	0.01	70	
20170117	은평구	0.054	0.004	1.1	0.007	60	36
20170117	구로구	0.047	0.003	1.2	0.008	72	43
20170117	중구	0.069	0.002	1.1	0.006	72	51
20170117	노원구	0.065	0.003	1.4	0.006	68	51
20170117	용산구	0.049	0.003	1.1	0.006	59	43
20170117	광진구	0.06	0.005	1	0.007	66	54
20170117	화랑로	0.058	0.004	1.2	0.007	85	
20170117	서초구	0.05	0.004	1.2	0.006	73	34
20170117	강변북로		0.003	1	0.006	78	
20170117	동대문구	0.06	0.003	1.1	0.007	72	41
20170117	강북구	0.057	0.003	1	0.005	53	39
20170117	청계천로	0.07	0.003	0.8	0.008	57	
20170117	종로	0.068	0.003	0.8	0.006	64	61
20170117	송파구	0.057	0.003	1.4	0.008	66	43
20170117	중랑구	0.061	0.003	0.9	0.006	70	45
20170117	정릉로	0.037	0.003	1	0.008	80	35
20170117	도산대로	0.058	0.003	1.5	0.007	65	
20170117	종로구	0.067	0.003	1.2	0.006	64	52
20170117	서대문구	0.048	0.005	0.9	0.007	72	42
20170117	강동구	0.063	0.003	1.1	0.005	80	46
20170117	마포구	0.07	0.003	1.2	0.006	69	53
20170117	강서구	0.068	0.002	1.1	0.009	79	46
20170117	도봉구	0.056	0.004		0.007	63	33
20170117	성동구	0.057	0.004	0.9	0.005	69	42
20170117	공항대로	0.084	0.002	1.2	0.009	93	
20170117	관악구	0.082	0.004	1.3	0.011	65	53
20170117	양천구	0.06	0.002	1.3	0.007	68	41
20170117	동작구	0.072	0.003	1.1	0.007	62	49
20170117	영등포로	0.12	0.002	1.2	0.009	91	68
20170117	천호대로	0.081	0.003	1	0.007	65	47
20170117	영등포구	0.039	0.005	1.3	0.005	68	46
20170116	성북구	0.048	0.005	0.9	0.005	48	25
20170116	강남구	0.041	0.006	0.6	0.005	52	25
20170116	중구	0.048	0.005	0.6	0.004	44	26
20170116	송파구	0.042	0.006	1	0.006	58	31
20170116	정릉로	0.031	0.004	0.8	0.007	54	27
20170116	동대문구	0.042	0.007	0.8	0.005	50	24
20170116	공항대로	0.059	0.004	0.8	0.006	60	
20170116	종로	0.049	0.004	0.6	0.004	41	28
20170116	청계천로	0.052	0.004	0.4	0.006	39	
20170116	홍릉로	0.053	0.005	1.1	0.007	44	
20170116	천호대로	0.064	0.004	0.8	0.006	58	30
20170116	중랑구	0.038	0.008	0.6	0.005	50	26
20170116	한강대로	0.054	0.004	0.7	0.005	57	27
20170116	관악구	0.062	0.005	0.9	0.008	47	35
20170116	마포구	0.048	0.005	0.8	0.004	45	27
20170116	성동구	0.04	0.008	0.6	0.004	48	24
20170116	강남대로	0.114	0.005	1.3	0.008	73	34
20170116	영등포로	0.087	0.004	0.7	0.007	58	35
20170116	서초구	0.04	0.006	0.7	0.005	51	23
20170116	노원구	0.043	0.009	0.9	0.005	44	26
20170116	구로구	0.034	0.004	0.8	0.007	51	27
20170116	은평구	0.033	0.005	1.1	0.003	42	22
20170116	강북구	0.035	0.009	0.7	0.004	34	21
20170116	화랑로	0.046	0.006	0.9	0.006	61	
20170116	도산대로	0.041	0.005	1.2	0.005	52	
20170116	강동구	0.046	0.006	0.9	0.004	60	29
20170116	신촌로	0.052	0.004	1.2	0.007	46	
20170116	종로구	0.045	0.007	0.7	0.004	42	26
20170116	광진구	0.042	0.01	0.8	0.005	45	28
20170116	양천구	0.042	0.003	0.8	0.005	43	23
20170116	동작대로	0.068	0.005	1.1	0.008	74	43
20170116	용산구	0.034	0.007	0.6	0.004	36	23
20170116	영등포구	0.028	0.007	0.9	0.005	47	26
20170116	서대문구	0.033	0.008	0.8	0.006	47	23
20170116	동작구	0.052	0.005	0.8	0.004	44	31
20170116	강서구	0.043	0.006	0.6	0.006	47	23
20170116	강변북로	0.052	0.005	0.7	0.005	59	
20170116	금천구	0.055	0.004	0.8	0.005	47	32
20170116	도봉구	0.038	0.008		0.005	48	22
20170115	강동구	0.024	0.016	0.5	0.004	31	14
20170115	동작구	0.024	0.017	0.4	0.003	24	15
20170115	관악구	0.031	0.014	0.5	0.006	28	20
20170115	천호대로	0.039	0.01	0.4	0.004	29	16
20170115	종로구	0.021	0.018	0.4	0.003	24	12
20170115	강북구	0.017	0.021	0.5	0.004	22	12
20170115	동대문구	0.023	0.016	0.6	0.004	28	13
20170115	노원구	0.022	0.019	0.6	0.003	24	13
20170115	홍릉로	0.033	0.013	0.6	0.007	26	
20170115	성동구	0.024	0.015	0.4	0.004	29	13
20170115	성북구	0.027	0.013	0.5	0.004	28	13
20170115	서초구	0.021	0.018	0.4	0.004	28	12
20170115	용산구	0.021	0.014	0.3	0.003	23	13
20170115	송파구	0.021	0.018	0.4	0.004	27	13
20170115	청계천로	0.025	0.015	0.3	0.004	23	
20170115	정릉로	0.021	0.014	0.6	0.006	36	15
20170115	구로구	0.018	0.014	0.5	0.005	28	14
20170115	도봉구	0.017	0.02	0.7	0.004	29	13
20170115	강남구	0.024	0.014	0.4	0.004	30	13
20170115	마포구	0.023	0.017	0.5	0.004	30	18
20170115	서대문구	0.021	0.019	0.6	0.005	29	14
20170115	영등포로	0.053	0.012	0.5	0.006	33	18
20170115	화랑로	0.03	0.012	0.6	0.005	35	
20170115	동작대로	0.043	0.01	0.6	0.006	46	24
20170115	광진구	0.023	0.021	0.5	0.004	26	12
20170115	신촌로	0.036	0.008	0.9	0.007	30	
20170115	중구	0.022	0.018	0.3	0.003	26	14
20170115	은평구	0.012	0.01	1	0.002	28	15
20170115	중랑구	0.024	0.014	0.4	0.005	30	13
20170115	종로	0.022	0.016	0.3	0.003	23	14
20170115	강남대로	0.059	0.012	0.6	0.005	45	16
20170115	강변북로	0.047	0.011	0.5	0.004	36	
20170115	공항대로	0.027	0.014	0.6	0.006	31	
20170115	한강대로	0.033	0.014	0.4	0.005	35	15
20170115	강서구	0.02	0.019	0.4	0.006	28	13
20170115	금천구	0.026	0.015	0.5	0.004	24	14
20170115	양천구	0.023	0.011	0.5	0.004	25	12
20170115	도산대로	0.021	0.013	0.7	0.005	28	
20170115	영등포구	0.018	0.014	0.6	0.005	29	15
20170114	화랑로	0.024	0.017	0.4	0.005	49	
20170114	은평구	0.007	0.014	0.9	0.002	48	13
20170114	한강대로	0.025	0.02	0.4	0.004	59	13
20170114	종로	0.013	0.024	0.2	0.003	33	12
20170114	성동구	0.012	0.026	0.4	0.004	48	12
20170114	광진구	0.013	0.029	0.4	0.004	43	9
20170114	공항대로	0.018	0.023	0.6	0.008	50	
20170114	용산구	0.014	0.021	0.3	0.003	35	12
20170114	신촌로	0.029	0.012	0.7	0.005	46	
20170114	마포구	0.016	0.023	0.4	0.004	42	15
20170114	성북구	0.013	0.021	0.3	0.004	50	13
20170114	양천구	0.016	0.017	0.4	0.004	38	10
20170114	청계천로	0.016	0.021	0.3	0.004	33	
20170114	정릉로	0.018	0.019	0.4	0.006	58	14
20170114	강남구	0.013	0.022	0.3	0.004	48	10
20170114	서대문구	0.015	0.026	0.5	0.006	51	11
20170114	홍릉로	0.028	0.018	0.5	0.007	37	
20170114	천호대로	0.036	0.013	0.3	0.004	35	13
20170114	금천구	0.017	0.022	0.4	0.004	38	13
20170114	송파구	0.012	0.028	0.3	0.005	47	10
20170114	강서구	0.012	0.026	0.3	0.005	48	11
20170114	노원구	0.012	0.026	0.4	0.002	34	8
20170114	동대문구	0.011	0.025	0.5	0.004	46	11
20170114	동작구	0.014	0.025	0.3	0.003	38	12
20170114	도산대로	0.016	0.017	0.6	0.005	50	
20170114	영등포로	0.042	0.019	0.4	0.006	51	15
20170114	강동구	0.014	0.024	0.4	0.004	51	11
20170114	도봉구	0.008	0.027	1	0.004	47	9
20170114	중구	0.011	0.025	0.3	0.003	44	12
20170114	종로구	0.012	0.025	0.3	0.003	36	9
20170114	중랑구	0.015	0.021	0.3	0.005	46	13
20170114	동작대로	0.035	0.015	0.5	0.005	57	20
20170114	서초구	0.014	0.024	0.4	0.004	50	12
20170114	강북구	0.005	0.032	0.3	0.003	35	9
20170114	구로구	0.011	0.02	0.4	0.005	47	16
20170114	관악구	0.019	0.022	0.4	0.006	36	16
20170114	강남대로	0.056	0.015	0.5	0.005	61	16
20170114	강변북로	0.034	0.02	0.3	0.004	53	
20170114	영등포구	0.014	0.019	0.5	0.005	48	13
20170113	강북구	0.011	0.03	0.4	0.004	24	11
20170113	정릉로	0.023	0.018	0.5	0.006	39	14
20170113	용산구	0.021	0.019	0.3	0.004	25	13
20170113	강남대로	0.071	0.012	0.6	0.005	45	15
20170113	청계천로	0.026	0.018	0.3	0.005	24	
20170113	송파구	0.018	0.026	0.4	0.004	40	11
20170113	도봉구	0.013	0.027	0.6	0.005	30	11
20170113	강남구	0.021	0.019	0.4	0.004	32	12
20170113	종로구	0.019	0.024	0.3	0.003	28	12
20170113	은평구	0.011	0.014	0.7	0.002	32	13
20170113	양천구	0.021	0.015	0.4	0.004	29	11
20170113	강동구	0.02	0.023	0.4	0.004	32	13
20170113	서대문구	0.017	0.026	0.5	0.006	33	13
20170113	중구	0.018	0.024	0.3	0.003	28	13
20170113	동작구	0.021	0.023	0.4	0.003	26	13
