category,date,href,number,president,sub_category,title
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330200,454,이명박,치사,세종대왕 동상 제막식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330201,453,이명박,기타(연설),한·중·일 정상 Business Summit
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330202,452,이명박,치사,대전 국제우주대회 개막식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330203,451,이명박,치사,세계지식포럼 개막식 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330204,450,이명박,치사,경남일보 창간 100주년 축하 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330205,449,이명박,치사,인천대교 개통식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330206,448,이명박,만찬사,제4회 한·미 국가조찬기도회 인사말
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330275,447,이명박,라디오연설,제26차 라디오·인터넷 연설 - 문화가 경제이고 경제가 문화인 시대
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330207,446,이명박,기타(연설),[베트남 방문] 젊은이와의 대화
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330208,445,이명박,만찬사,[베트남 방문] CEO포럼 오찬 연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330209,444,이명박,치사,2009년 바르게살기운동 전국회원대회 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330210,443,이명박,만찬사,[캄보디아 방문] 경제인 오찬 연설
국방,,?spMode=view&catid=c_pa02062&artid=1330211,442,이명박,치사,공군 창군 60주년 기념식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330212,441,이명박,만찬사,불가리아 대통령 초청 국빈 만찬사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330213,440,이명박,치사,OECD 세계포럼 축사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330214,439,이명박,치사,과학장학생 장학증서 수여식 격려사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330215,438,이명박,치사,사천왕사 왔소 2009 축제' 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330276,437,이명박,라디오연설,"제27차 라디오·인터넷 연설 - 글로벌 코리아, 더 큰 대한민국"
국정전반,,?spMode=view&catid=c_pa02062&artid=1330216,436,이명박,국회연설,2010년도 예산안 및 기금운용계획안 제출에 즈음한 시정연설
교육,,?spMode=view&catid=c_pa02062&artid=1330217,435,이명박,치사,글로벌 인재포럼 격려사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330218,434,이명박,치사,여협 창립 50주년 기념식 및 45회 전국여성대회 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330219,433,이명박,기타(연설),이코노미스트 비즈니스 라운드테이블 기조연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330220,432,이명박,치사,조계종 33대 총무원장 취임법회 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330221,431,이명박,치사,제20회 도산의 밤 축사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330222,430,이명박,치사,2009 세계해양포럼 개막식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330223,429,이명박,기타(연설),[싱가포르 방문] APEC CEO Summit 기조연설
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330277,428,이명박,라디오연설,"제28차 라디오·인터넷 연설 - 일자리, 친서민정책의 시작이자 끝"
국방,,?spMode=view&catid=c_pa02062&artid=1330224,427,이명박,치사,국방일보 창간 45주년 기념 국군장병에게 보내는 편지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330225,426,이명박,치사,한나라당 창당 기념 및 전국위원회 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330226,425,이명박,기타(연설),한·미 정상 공동기자회견 모두 발언
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330227,424,이명박,치사,전국우수시장박람회 개막식 축하 메시지
환경,,?spMode=view&catid=c_pa02062&artid=1330228,423,이명박,치사,영산강 살리기 희망선포식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330229,422,이명박,만찬사,제2차 한·아프리카포럼 참가자를 위한 국빈 만찬사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330230,421,이명박,치사,중앙경찰학교 신임순경 졸업 및 임용식 치사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330231,420,이명박,기타,특별생방송 '대통령과의 대화'
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330278,419,이명박,라디오연설,제29차 라디오·인터넷 연설 - '받는 나라'에서 '주는 나라'로
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330232,418,이명박,기념사,제46회 무역의 날 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330233,417,이명박,만찬사,헝가리 대통령 초청 국빈 만찬사
환경,,?spMode=view&catid=c_pa02062&artid=1330234,416,이명박,치사,낙동강 살리기 희망선포식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330235,415,이명박,치사,CBS 창립 55주년 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330236,414,이명박,치사,호남고속철도 건설사업 기공식 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330237,413,이명박,치사,IPTV 상용서비스 1주년 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330279,412,이명박,라디오연설,제30차 라디오·인터넷 연설 - 미소금융의 핵심은 나눔과 봉사의 정신
교육,,?spMode=view&catid=c_pa02062&artid=1330238,411,이명박,치사,청소년 경제교육신문 '아하 경제' 창간 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330239,410,이명박,기타(연설),[덴마크 방문] 코펜하겐 기후변화협약 당사국총회 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330240,409,이명박,기타(연설),[덴마크 방문] 유엔 기후변화 정상회의 전체회의 연설
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330241,408,이명박,신년사,2010년 신년 당원 편지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330242,407,이명박,기타(연설),[UAE 방문] 원전 수주 기자회견문
국정전반,,?spMode=view&catid=c_pa02062&artid=1330280,406,이명박,라디오연설,제31차 라디오·인터넷 연설 - 2010년은 국운융성의 해
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330244,405,이명박,기타,한·중 정상간 교환 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330243,404,이명박,신년사,신년 인사
국방,,?spMode=view&catid=c_pa02062&artid=1330245,403,이명박,치사,국군 장교 및 부사관 격려 음성 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330246,402,이명박,신년사,신년 국정연설
국정전반,,?spMode=view&catid=c_pa02062&artid=1330247,401,이명박,신년사,대한상공회의소 신년 인사회 연설
국정전반,,?spMode=view&catid=c_pa02062&artid=1330248,400,이명박,신년사,과학기술인 신년 인사회 연설
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330249,399,이명박,치사,제5회 미주 한인의 날 축하 메시지
교육,,?spMode=view&catid=c_pa02062&artid=1330250,398,이명박,치사,대학생에게 보내는 격려 편지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330281,397,이명박,라디오연설,제32차 라디오·인터넷 연설 - 화해와 통합의 시대 열어야
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330251,396,이명박,치사,상월원각 대조사 탄신 98주년 법요식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330252,395,이명박,신년사,여성지도자 신년 인사회 연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330253,394,이명박,치사,중부매일 창간 20주년 축하 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330254,393,이명박,기타,글로벌 아시아 기고문
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330255,392,이명박,만찬사,[인도 방문] 경제인 오찬 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330282,391,이명박,라디오연설,제33차 라디오·인터넷 연설 - 신아시아 외교 비전 실현
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330256,390,이명박,기타(연설),[스위스 다보스 세계경제포럼 참석] 특별연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330283,389,이명박,치사,한국언론진흥재단 출범식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330284,388,이명박,치사,공무원 설 격려 휴대전화 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330392,387,이명박,라디오연설,제34차 라디오·인터넷 연설 - 우리는 '더 큰 대한민국의 시대'를 맞게 될 것...
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330285,386,이명박,만찬사,독일 대통령 내외 초청 국빈 만찬사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330286,385,이명박,만찬사,우즈베키스탄 대통령 초청 국빈 만찬사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330287,384,이명박,기타(연설),"설 특별 연설 ""우리는 하나입니다"""
국방,,?spMode=view&catid=c_pa02062&artid=1330288,383,이명박,치사,아이티 재건지원단 환송 격려사
교육,,?spMode=view&catid=c_pa02062&artid=1330393,382,이명박,라디오연설,제35차 라디오·인터넷 연설 - 교육개혁으로 미래를 책임질 인재를 키웁시다
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330289,381,이명박,기타(연설),글로벌 코리아 2010' 기조연설
국정전반,,?spMode=view&catid=c_pa02062&artid=1330290,380,이명박,치사,제2기 생활공감정책 주부모니터단 출범식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330291,379,이명박,기념사,제91주년 3·1절 기념사
교육,,?spMode=view&catid=c_pa02062&artid=1330292,378,이명박,치사,전국 마이스터고 개교식 격려사
국방,,?spMode=view&catid=c_pa02062&artid=1330293,377,이명박,치사,육군3사관학교 제45기 졸업 및 임관식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330394,376,이명박,라디오연설,제36차 라디오·인터넷 연설 - 국민의 눈물을 닦아 주는 정부가 되겠습니다
국방,,?spMode=view&catid=c_pa02062&artid=1330294,375,이명박,치사,공군사관학교 제58기 졸업 및 임관식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330295,374,이명박,만찬사,덴마크 총리 초청 국빈 만찬사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330296,373,이명박,기타,법정 큰스님 입적 조전
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330297,372,이명박,기념사,3·15의거 제50주년 기념사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330395,371,이명박,라디오연설,제37차 라디오·인터넷 연설 - 김수환 추기경과 법정 스님의 가르침을 잊지 ...
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330298,370,이명박,치사,천주교 춘천교구 김운희 교구장 착좌식 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330299,369,이명박,만찬사,콩고 대통령 초청 국빈 만찬사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330300,368,이명박,치사,한·러 수교 제20주년 문화축제 개막식 축하 메시지
국방,,?spMode=view&catid=c_pa02062&artid=1330396,367,이명박,라디오연설,제38차 라디오·인터넷 연설 - 우리가 이 어려움을 의연하고 당당하게 극복...
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330301,366,이명박,치사,현대제철 일관제철소 준공식 축사
국방,,?spMode=view&catid=c_pa02062&artid=1330397,365,이명박,라디오연설,제39차 라디오·인터넷 연설 - 조국은 여러분을 영원히 잊지 않을 것입니다
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330302,364,이명박,기념사,4·19혁명 제50주년 기념사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330303,363,이명박,기념사,제30회 장애인의 날 기념 메시지
환경,,?spMode=view&catid=c_pa02062&artid=1330304,362,이명박,기타(연설),제4차 세계경제계 환경회의 기조연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330305,361,이명박,만찬사,카자흐스탄 대통령 초청 국빈 만찬사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330306,360,이명박,치사,새만금방조제 준공식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330307,359,이명박,치사,제11회 서울국제금융포럼 축사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330308,358,이명박,치사,전국약사대회 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330399,357,이명박,라디오연설,제40차 라디오·인터넷 연설 - 감사의 기쁨과 행복을 나누는 희망의 5월
국방,,?spMode=view&catid=c_pa02062&artid=1330309,356,이명박,기타(연설),전군주요지휘관회의 모두 연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330310,355,이명박,치사,World Friends Korea' 해외봉사단 통합 발대식 격려사
교육,,?spMode=view&catid=c_pa02062&artid=1330311,354,이명박,기타,수원 삼일공고 산업체 특별학급 일일교사 특강
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330400,353,이명박,라디오연설,제41차 라디오·인터넷 연설 - 국민이 희망을 갖고 미래를 꿈꿀 수 있도록 돕...
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330312,352,이명박,기념사,제17회 가정의 날 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330313,351,이명박,기념사,5·18민주화운동 제30주년 기념사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330314,350,이명박,치사,울산 정부석유비축기지 준공식 치사
환경,,?spMode=view&catid=c_pa02062&artid=1330315,349,이명박,치사,생물다양성의 날  기념식 축사
국방,,?spMode=view&catid=c_pa02062&artid=1330316,348,이명박,성명/담화문,대국민 담화문
교육,,?spMode=view&catid=c_pa02062&artid=1330317,347,이명박,치사,청소년 주간 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330318,346,이명박,기타,미합중국 현충일 추념 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330319,345,이명박,만찬사,원자바오 중국 총리 초청 국빈 만찬사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330320,344,이명박,만찬사,한·일·중 정상회의 만찬 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330321,343,이명박,만찬사,한·일·중 비즈니스 서밋 오찬 간담회 특별 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330322,342,이명박,치사,한·일·중 청년 과학기술자 격려사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330323,341,이명박,치사,국제기록문화전시회 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330324,340,이명박,만찬사,코리아소사이어티 연례만찬 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330325,339,이명박,치사,6·3학생운동 제46주년 기념 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330326,338,이명박,기타(연설),샹그릴라 대화 기조연설
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330327,337,이명박,치사,민주평화통일자문회의 창설 제29주년 기념식 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330328,336,이명박,기념사,현충일 추념사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330329,335,이명박,치사,경기국제보트쇼·코리아매치컵 세계요트대회 개막 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330330,334,이명박,치사,미 해병대 참전용사 및 주한 미 해병대 환영의 밤 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330331,333,이명박,기념사,제23주년 6·10민주항쟁 기념식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330332,332,이명박,치사,전국생활체육대축전 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330334,331,이명박,치사,교통방송 창립 제20주년 축하 메시지
국방,,?spMode=view&catid=c_pa02062&artid=1330333,330,이명박,치사,병역 명문가 시상식 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330401,329,이명박,라디오연설,제42차 라디오·인터넷 연설 - 국민이 원하는 변화의 목소리를 귀담아듣겠습...
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330335,328,이명박,만찬사,터키 대통령 초청 국빈 만찬사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330336,327,이명박,치사,동아시아 기후포럼 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330337,326,이명박,치사,김영삼 전 대통령 기록전시관 준공식 축사
국방,,?spMode=view&catid=c_pa02062&artid=1330338,325,이명박,기념사,6·25전쟁 제60주년 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330339,324,이명박,기타(연설),토론토 G20 정상회의 기조연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330340,323,이명박,기타(연설),[멕시코방문] 공식 환영식 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330341,322,이명박,기타(연설),[멕시코방문] 한·멕시코 공동기자회견
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330343,321,이명박,만찬사,[멕시코방문] 칼데론 대통령 내외 주최 국빈 만찬 답사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330342,320,이명박,기타(연설),[멕시코방문] 한·멕시코 경제협력위원회 합동회의 연설
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330344,319,이명박,치사,서울경제신문 창간 제50주년 기념 '서울포럼 2010' 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330402,318,이명박,라디오연설,제43차 라디오·인터넷 연설 - 국정의 중심은 일자리 창출과 서민 생활 안정
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330345,317,이명박,치사,아시아 콘퍼런스' 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330346,316,이명박,환영사,G20 셰르파회의 개막 환영사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330347,315,이명박,만찬사,제42회 국가조찬기도회 인사말
교육,,?spMode=view&catid=c_pa02062&artid=1330348,314,이명박,치사,제28회 한국학 국제교육학술대회 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330403,313,이명박,라디오연설,제44차 라디오·인터넷 연설 - '코리안 드림'을 실현할 수 있는 희망의 나라
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330349,312,이명박,치사,농어촌 대표자회의 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330404,311,이명박,라디오연설,제45차 라디오·인터넷 연설 - 청년 여러분의 도전이 우리 모두의 희망입니...
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330350,310,이명박,만찬사,적도기니 대통령 초청 공식 오찬사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330351,309,이명박,기념사,제65주년 광복절 경축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330352,308,이명박,치사,제11회 대구 세계소방관경기대회 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330405,307,이명박,라디오연설,"제46차 라디오·인터넷 연설 - 누구나 문화를 누리는 나라, 대한민국"
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330353,306,이명박,환영사,제23차 세계산림과학대회 세계총회 환영사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330354,305,이명박,만찬사,볼리비아 대통령 초청 국빈 만찬사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330356,304,이명박,치사,경북일보 창간 제20주년 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330355,303,이명박,치사,대전일보 창간 제60주년 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330357,302,이명박,치사,춘천월드레저총회 및 경기대회 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330358,301,이명박,치사,제47회 방송의 날 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330406,300,이명박,라디오연설,제47차 라디오·인터넷 연설 - 새벽시장에서 만난 분들이 활짝 웃는 그날까...
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330359,299,이명박,만찬사,에콰도르 대통령 초청 국빈 만찬사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330360,298,이명박,기타(연설),야로슬라블 글로벌 정책포럼 기조연설
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330362,297,이명박,치사,국제한방바이오엑스포 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330363,296,이명박,치사,지역발전 주간 개막식 축사
국방,,?spMode=view&catid=c_pa02062&artid=1330361,295,이명박,치사,인천상륙작전 제60주년 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330364,294,이명박,치사,장애인문화예술 국민대축제 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330365,293,이명박,치사,세계대백제전 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330407,292,이명박,라디오연설,제48차 라디오·인터넷 연설 - 따뜻한 마음과 나눔의 실천은 공정한 사회의 ...
국방,,?spMode=view&catid=c_pa02062&artid=1330366,291,이명박,기념사,제62주년 국군의 날·서울수복 제60주년 기념사
국방,,?spMode=view&catid=c_pa02062&artid=1330367,290,이명박,치사,제60주년 재일학도의용군 6·25참전 기념 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330368,289,이명박,치사,제30차 세계식량농업기구 아·태 지역 총회 축사
기타,,?spMode=view&catid=c_pa02062&artid=1330369,288,이명박,기념사,제14회 노인의 날 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330408,287,이명박,라디오연설,제49차 라디오·인터넷 연설 - 2011년 예산안을 통해 서민들에게 희망을
국방,,?spMode=view&catid=c_pa02062&artid=1330370,286,이명박,기념사,재향군인의 날 축하 메시지
국방,,?spMode=view&catid=c_pa02062&artid=1330371,285,이명박,치사,화령장전투 전승행사 축하 메시지
교육,,?spMode=view&catid=c_pa02062&artid=1330372,284,이명박,치사,제9회 전국평생학습축제 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330373,283,이명박,치사,월드비전 창립 제60주년 기념식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330409,282,이명박,라디오연설,제50차 라디오·인터넷 연설 - 소셜미디어를 통해 국민 여러분과 양방향 소...
국정전반,,?spMode=view&catid=c_pa02062&artid=1330374,281,이명박,기념사,제65주년 경찰의 날 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330375,280,이명박,환영사,G20 재무장관·중앙은행총재회의 환영 연설
국정전반,,?spMode=view&catid=c_pa02062&artid=1330376,279,이명박,국회연설,2011년도 예산안 및 기금운용계획안 제출에 즈음한 시정연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330377,278,이명박,치사,안중근 의사 기념관 개관식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330410,277,이명박,라디오연설,제51차 라디오·인터넷 연설 - 서울 G20 정상회의를 통해 국제사회를 주도하...
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330378,276,이명박,치사,G20 정상회의 성공 개최 기원법회 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330379,275,이명박,환영사,서울 G20 비즈니스 서밋 개막총회 환영사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330380,274,이명박,기타(연설),서울 G20 정상회의 기자회견 모두 발언
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330411,273,이명박,라디오연설,"제52차 라디오·인터넷 연설 - G20 성공은 국민의 성공, 대한민국의 성공"
국방,,?spMode=view&catid=c_pa02062&artid=1330412,272,이명박,라디오연설,제53차 라디오·인터넷 연설 - 하나 된 국민이 최강의 안보입니다
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330381,271,이명박,기념사,제47회 무역의 날 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330382,270,이명박,치사,제주일보 지령 2만 호 발간 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330413,269,이명박,라디오연설,제54차 라디오·인터넷 연설 - 대한민국의 경제영토가 세계에서 가장 넓습니...
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330383,268,이명박,치사,부산~거제 간 연결도로 개통식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1329853,267,이명박,치사,연합뉴스 창사 제30주년 기념식 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330384,266,이명박,치사,경춘선 복선전철 개통식 축사
국방,,?spMode=view&catid=c_pa02062&artid=1330414,265,이명박,라디오연설,제55차 라디오·인터넷 연설 - 선진일류국가는 남을 위해 희생할 때 가능합...
국정전반,,?spMode=view&catid=c_pa02062&artid=1330385,264,이명박,신년사,신년사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330386,263,이명박,신년사,신년 국정 연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330387,262,이명박,치사,나눔음악회 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330388,261,이명박,신년사,경제인 신년 인사회 연설
국정전반,,?spMode=view&catid=c_pa02062&artid=1330389,260,이명박,신년사,과학기술인 신년 인사회 연설
국방,,?spMode=view&catid=c_pa02062&artid=1330390,259,이명박,치사,아랍에미리트 군사훈련협력단 환송 격려사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330415,258,이명박,라디오연설,제56차 라디오·인터넷 연설 - G20세대의 꿈과 희망은 대한민국의 밝은 미래
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330552,257,이명박,라디오연설,제82차 라디오·인터넷 연설 - 물가안정에 온 힘을 쏟겠습니다
국정전반,,?spMode=view&catid=c_pa02062&artid=1330391,256,이명박,신년사,방송통신인 신년 인사회 연설
환경,,?spMode=view&catid=c_pa02062&artid=1330416,255,이명박,라디오연설,제57차 라디오·인터넷 연설 - 구제역 확산 방지에 혼신의 힘을 쏟겠습니다
환경,,?spMode=view&catid=c_pa02062&artid=1330528,254,이명박,라디오연설,제58차 라디오·인터넷 연설 - 녹색성장으로 기후변화위기를 극복하겠습니...
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330529,253,이명박,라디오연설,제59차 라디오·인터넷 연설 - 공정사회는 선진일류국가의 비전
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330417,252,이명박,기타(연설),글로벌 코리아 2011' 기조연설
국정전반,,?spMode=view&catid=c_pa02062&artid=1330418,251,이명박,기념사,제92주년 3·1절 기념사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330419,250,이명박,만찬사,제43회 국가조찬기도회 인사말
국방,,?spMode=view&catid=c_pa02062&artid=1330420,249,이명박,치사,제1회 국군 장교 합동 임관식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330421,248,이명박,기타,정부부처 주무과장 대상 특강
국방,,?spMode=view&catid=c_pa02062&artid=1330530,247,이명박,라디오연설,제60차 라디오·인터넷 연설 - 대한민국 국군은 세계 평화의 주역
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330422,246,이명박,치사,정진석 추기경 사제 서품 50주년 미사 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330531,245,이명박,라디오연설,제61차 라디오·인터넷 연설 - 모든 국정에서 국민 안전이 최우선입니다
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330423,244,이명박,기념사,제1회 결핵예방의 날 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330424,243,이명박,치사,제27기 경찰대학 졸업 및 임용식 치사
국방,,?spMode=view&catid=c_pa02062&artid=1330425,242,이명박,기념사,제43주년 향토예비군 창설 축하 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330532,241,이명박,라디오연설,제62차 라디오·인터넷 연설 - 활기찬 농촌을 만드는 데 더욱 힘을 쏟겠습니...
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330426,240,이명박,만찬사,말레이시아 총리 환영 만찬사
